Customer_id,State,Population,Age,Gender,Churn,Contract,InternetService,Tenure,PaymentMethod,Region,Average_Income
Y61316,TX,2174,34,Male,False,Month-to-month,Fiber Optic,56.0,Electronic Check,TX,"$61,985"
Y537252,NY,160,43,Female,False,Month-to-month,DSL,62.0,Bank Transfer(automatic),NY,"$78,089"
R997294,TX,88344,26,Female,True,Month-to-month,DSL,61.0,Electronic Check,TX,"$61,985"
Z94519,KS,63884,26,Female,False,Month-to-month,DSL,51.0,Credit Card (automatic),KS,"$60,152"
Y300277,TN,56641,19,Male,False,Month-to-month,Fiber Optic,72.0,Mailed Check,TN,"$58,279"
J454052,HI,59482,67,Female,False,Month-to-month,DSL,71.0,Bank Transfer(automatic),HI,"$61,175"
G779745,IA,335,45,Male,False,One year,DSL,40.0,Credit Card (automatic),IA,"$58,905"
W929433,OK,5082,78,Female,False,One year,Fiber Optic,56.0,Bank Transfer(automatic),OK,"$54,998"
I74544,NC,26054,35,Female,False,Month-to-month,Fiber Optic,68.0,Electronic Check,NC,"$57,416"
B758777,TX,82257,26,Female,False,Month-to-month,DSL,48.0,Mailed Check,TX,"$61,985"
W959493,GA,15113,24,Male,False,Month-to-month,Fiber Optic,69.0,Electronic Check,GA,"$57,129"
O111039,MA,23298,72,Female,False,Month-to-month,DSL,65.0,Electronic Check,MA,"$84,945"
S138135,MI,38659,87,Female,False,Two Year,Fiber Optic,57.0,Credit Card (automatic),MI,"$56,813"
R911770,IA,701,75,Male,False,Month-to-month,DSL,58.0,Electronic Check,IA,"$58,905"
V412856,PA,5791,71,Male,False,Month-to-month,DSL,70.0,Electronic Check,PA,"$65,167"
Z982061,MN,29243,21,Male,False,Month-to-month,Fiber Optic,66.0,Electronic Check,MN,"$68,010"
Z988959,WI,14990,31,Male,True,Month-to-month,DSL,40.0,Mailed Check,WI,"$61,210"
C595028,IA,1501,48,Female,False,Month-to-month,DSL,71.0,Credit Card (automatic),IA,"$58,905"
F07265,AL,1401,23,Female,False,Two Year,Fiber Optic,52.0,Credit Card (automatic),AL,"$50,637"
V620517,AR,382,66,Male,False,One year,DSL,66.0,Electronic Check,AR,"$51,787"
L318986,TX,345,29,Female,False,Two Year,DSL,44.0,Bank Transfer(automatic),TX,"$61,985"
Y678617,SC,6915,39,Male,True,Month-to-month,Fiber Optic,42.0,Electronic Check,SC,"$53,320"
M43368,NY,14037,74,Female,False,Month-to-month,DSL,65.0,Bank Transfer(automatic),NY,"$78,089"
G920737,CA,22892,78,Female,False,Month-to-month,DSL,61.0,Mailed Check,CA,"$77,339"
R512349,GA,1213,76,Male,True,Month-to-month,DSL,61.0,Electronic Check,GA,"$57,129"
E990510,GA,22858,18,Male,False,Month-to-month,Fiber Optic,66.0,Electronic Check,GA,"$57,129"
U11876,MN,1471,30,Male,False,Month-to-month,Fiber Optic,62.0,Mailed Check,MN,"$68,010"
V417569,AL,1347,58,Female,False,One year,DSL,53.0,Credit Card (automatic),AL,"$50,637"
X280758,TX,4508,62,Female,False,One year,Fiber Optic,60.0,Credit Card (automatic),TX,"$61,985"
J908328,WV,392,52,Male,False,One year,Fiber Optic,54.0,Electronic Check,WV,"$49,169"
H797612,NY,484,30,Female,False,One year,Fiber Optic,65.0,Credit Card (automatic),NY,"$78,089"
Q551674,IL,1865,46,Female,False,Month-to-month,DSL,53.0,Bank Transfer(automatic),IL,"$68,822"
I01524,TX,5429,71,Female,False,Month-to-month,DSL,61.0,Electronic Check,TX,"$61,985"
G415738,TX,29737,59,Nonbinary,False,Month-to-month,Fiber Optic,58.0,Mailed Check,TX,"$61,985"
B617350,CA,26634,56,Female,False,Month-to-month,DSL,57.0,Credit Card (automatic),CA,"$77,339"
T181607,NY,21997,73,Female,False,One year,DSL,70.0,Mailed Check,NY,"$78,089"
V977169,SC,32031,57,Female,False,One year,Fiber Optic,53.0,Credit Card (automatic),SC,"$53,320"
F897077,TX,23989,77,Female,False,Two Year,Fiber Optic,58.0,Credit Card (automatic),TX,"$61,985"
R796813,SC,19301,82,Female,False,One year,DSL,55.0,Electronic Check,SC,"$53,320"
V630546,GA,16459,50,Nonbinary,False,Month-to-month,Fiber Optic,71.0,Electronic Check,GA,"$57,129"
A818327,ID,18103,27,Female,False,Month-to-month,Fiber Optic,58.0,Credit Card (automatic),ID,"$54,537"
S212602,KY,19912,36,Female,False,Two Year,DSL,68.0,Electronic Check,KY,"$52,109"
S635582,CA,14632,24,Female,False,Month-to-month,Fiber Optic,45.0,Mailed Check,CA,"$77,339"
T977331,PA,15650,56,Female,False,Month-to-month,Fiber Optic,56.0,Electronic Check,PA,"$65,167"
X499025,TX,861,83,Female,False,Month-to-month,DSL,47.0,Bank Transfer(automatic),TX,"$61,985"
S233298,NY,2808,73,Female,False,Two Year,Fiber Optic,68.0,Bank Transfer(automatic),NY,"$78,089"
G799664,SC,2016,59,Female,False,Two Year,DSL,70.0,Electronic Check,SC,"$53,320"
C523628,IN,25723,39,Male,False,One year,Fiber Optic,69.0,Mailed Check,IN,"$57,930"
G428791,MO,3456,87,Female,False,Month-to-month,Fiber Optic,59.0,Electronic Check,MO,"$56,551"
A899075,IA,2067,23,Male,False,Month-to-month,Fiber Optic,58.0,Credit Card (automatic),IA,"$58,905"
R49403,VT,77,51,Male,False,Month-to-month,Fiber Optic,53.0,Mailed Check,VT,"$63,206"
K622900,NY,2683,77,Female,False,Month-to-month,Fiber Optic,70.0,Credit Card (automatic),NY,"$78,089"
N277250,NH,979,85,Male,False,One year,DSL,60.0,Credit Card (automatic),NH,"$74,663"
Y214211,CA,46581,43,Female,False,Month-to-month,DSL,66.0,Electronic Check,CA,"$77,339"
M453355,MO,4465,53,Female,False,Two Year,Fiber Optic,55.0,Mailed Check,MO,"$56,551"
K780224,NM,6399,59,Male,False,Two Year,Fiber Optic,57.0,Mailed Check,NM,"$51,500"
K331212,PA,28047,69,Male,False,Month-to-month,DSL,57.0,Credit Card (automatic),PA,"$65,167"
N894031,WV,13680,63,Female,False,One year,DSL,47.0,Electronic Check,WV,"$49,169"
T588904,VT,11785,29,Female,False,Month-to-month,Fiber Optic,55.0,Bank Transfer(automatic),VT,"$63,206"
I257218,AK,1458,52,Female,False,Two Year,DSL,66.0,Electronic Check,AK,"$68,919"
N122384,MI,47710,80,Female,False,One year,Fiber Optic,70.0,Credit Card (automatic),MI,"$56,813"
M212948,MS,3284,36,Male,False,Two Year,Fiber Optic,40.0,Electronic Check,MS,"$46,248"
S571014,FL,24936,70,Female,False,One year,Fiber Optic,55.0,Electronic Check,FL,"$63,597"
G932654,TN,726,42,Male,False,Month-to-month,Fiber Optic,56.0,Electronic Check,TN,"$58,279"
G470750,MD,1978,24,Female,True,Month-to-month,DSL,62.0,Electronic Check,MD,"$70,730"
T568788,CA,1182,39,Male,False,Month-to-month,DSL,70.0,Electronic Check,CA,"$77,339"
S44484,VA,1629,55,Male,False,Month-to-month,Fiber Optic,70.0,Bank Transfer(automatic),VA,"$68,211"
Z891443,NJ,13568,69,Male,False,One year,Fiber Optic,53.0,Bank Transfer(automatic),NJ,"$78,700"
L850408,TX,11174,22,Male,False,One year,Fiber Optic,67.0,Bank Transfer(automatic),TX,"$61,985"
C363428,IA,371,85,Female,False,One year,DSL,57.0,Electronic Check,IA,"$58,905"
V649705,KS,5602,85,Male,False,Month-to-month,Fiber Optic,47.0,Bank Transfer(automatic),KS,"$60,152"
C326211,TX,1551,30,Male,False,Month-to-month,Fiber Optic,61.0,Mailed Check,TX,"$61,985"
E558257,NC,2225,78,Male,False,Month-to-month,Fiber Optic,68.0,Bank Transfer(automatic),NC,"$57,416"
N347475,WV,1474,54,Male,False,Two Year,DSL,69.0,Bank Transfer(automatic),WV,"$49,169"
R00006,PA,3620,51,Male,False,Month-to-month,Fiber Optic,66.0,Electronic Check,PA,"$65,167"
Q121262,NY,12808,36,Male,False,Month-to-month,DSL,50.0,Electronic Check,NY,"$78,089"
A627705,VA,35702,22,Female,False,Two Year,Fiber Optic,63.0,Bank Transfer(automatic),VA,"$68,211"
F801032,CA,19358,32,Male,False,Month-to-month,Fiber Optic,62.0,Mailed Check,CA,"$77,339"
N198289,WA,179,40,Female,True,Month-to-month,DSL,45.0,Mailed Check,WA,"$75,698"
Q883651,MI,2610,27,Female,False,Month-to-month,DSL,69.0,Electronic Check,MI,"$56,813"
N171571,MA,5688,29,Male,False,Two Year,Fiber Optic,63.0,Electronic Check,MA,"$84,945"
S473501,OH,11656,40,Female,False,Two Year,Fiber Optic,59.0,Bank Transfer(automatic),OH,"$57,880"
T288621,SC,40,24,Male,False,Month-to-month,Fiber Optic,65.0,Mailed Check,SC,"$53,320"
L34147,NM,3745,47,Female,False,Two Year,Fiber Optic,67.0,Credit Card (automatic),NM,"$51,500"
I768093,AR,540,27,Female,False,One year,Fiber Optic,58.0,Credit Card (automatic),AR,"$51,787"
S689844,CA,36962,23,Female,False,Month-to-month,Fiber Optic,63.0,Mailed Check,CA,"$77,339"
P625495,PA,6082,26,Female,False,One year,Fiber Optic,68.0,Electronic Check,PA,"$65,167"
H374449,IL,204,73,Male,False,One year,Fiber Optic,65.0,Mailed Check,IL,"$68,822"
M244216,MD,15062,28,Male,False,Month-to-month,Fiber Optic,48.0,Electronic Check,MD,"$70,730"
I273757,OK,20920,57,Male,True,Month-to-month,Fiber Optic,51.0,Electronic Check,OK,"$54,998"
F327575,TN,1039,82,Male,False,Month-to-month,Fiber Optic,57.0,Electronic Check,TN,"$58,279"
T871397,SD,488,41,Male,False,Month-to-month,Fiber Optic,72.0,Bank Transfer(automatic),SD,"$65,806"
W469499,RI,22258,32,Male,False,Two Year,Fiber Optic,64.0,Mailed Check,RI,"$65,377"
B344400,CO,36293,42,Female,False,Month-to-month,DSL,49.0,Electronic Check,CO,"$74,167"
K175104,MS,24522,79,Male,False,Month-to-month,DSL,48.0,Bank Transfer(automatic),MS,"$46,248"
J288735,ME,393,41,Male,True,Month-to-month,Fiber Optic,36.0,Bank Transfer(automatic),ME,"$59,463"
H329436,MT,148,26,Male,False,Month-to-month,DSL,67.0,Credit Card (automatic),MT,"$57,719"
Z772310,FL,7802,43,Male,False,One year,Fiber Optic,62.0,Credit Card (automatic),FL,"$63,597"
F861254,PA,4572,73,Female,False,Month-to-month,DSL,62.0,Bank Transfer(automatic),PA,"$65,167"
L218614,NY,1656,23,Male,False,Month-to-month,Fiber Optic,67.0,Credit Card (automatic),NY,"$78,089"
T110013,IL,728,81,Male,False,Month-to-month,DSL,58.0,Electronic Check,IL,"$68,822"
O230131,MO,774,42,Male,True,Month-to-month,DSL,59.0,Bank Transfer(automatic),MO,"$56,551"
G934557,MN,25248,65,Male,False,Month-to-month,Fiber Optic,72.0,Mailed Check,MN,"$68,010"
R294804,TX,3157,68,Female,False,Two Year,Fiber Optic,44.0,Mailed Check,TX,"$61,985"
J470984,MI,2817,64,Female,False,Two Year,DSL,71.0,Credit Card (automatic),MI,"$56,813"
N267712,PA,2922,47,Male,False,One year,Fiber Optic,64.0,Credit Card (automatic),PA,"$65,167"
Z22587,TX,0,25,Female,False,Two Year,DSL,59.0,Electronic Check,TX,"$61,985"
J951737,MO,1751,65,Female,False,Month-to-month,DSL,71.0,Credit Card (automatic),MO,"$56,551"
R524267,ND,104,25,Female,False,Month-to-month,Fiber Optic,56.0,Electronic Check,ND,"$66,184"
X768141,CA,12727,67,Male,False,Two Year,Fiber Optic,69.0,Credit Card (automatic),CA,"$77,339"
K368362,IN,16246,74,Male,False,Month-to-month,Fiber Optic,63.0,Credit Card (automatic),IN,"$57,930"
T288868,NC,12447,65,Male,True,Month-to-month,DSL,65.0,Mailed Check,NC,"$57,416"
P05841,IN,301,82,Female,False,Month-to-month,Fiber Optic,54.0,Mailed Check,IN,"$57,930"
E237684,NY,3826,48,Male,False,Month-to-month,DSL,62.0,Electronic Check,NY,"$78,089"
H339301,SD,415,54,Male,False,Month-to-month,DSL,63.0,Electronic Check,SD,"$65,806"
M260956,TX,71,68,Nonbinary,False,Month-to-month,Fiber Optic,61.0,Credit Card (automatic),TX,"$61,985"
U774556,WI,1227,24,Female,True,Month-to-month,Fiber Optic,49.0,Credit Card (automatic),WI,"$61,210"
F146437,NJ,14269,37,Male,False,One year,Fiber Optic,69.0,Bank Transfer(automatic),NJ,"$78,700"
X795579,PA,3891,61,Female,False,Month-to-month,Fiber Optic,50.0,Bank Transfer(automatic),PA,"$65,167"
V385014,PA,2073,33,Female,False,Two Year,Fiber Optic,64.0,Electronic Check,PA,"$65,167"
O816845,SD,4,79,Female,False,Two Year,DSL,52.0,Mailed Check,SD,"$65,806"
J700984,NY,6673,39,Female,False,Two Year,DSL,68.0,Credit Card (automatic),NY,"$78,089"
K268065,VA,39391,42,Male,False,One year,Fiber Optic,68.0,Bank Transfer(automatic),VA,"$68,211"
R293676,SD,1245,58,Male,False,Two Year,DSL,67.0,Electronic Check,SD,"$65,806"
I980987,CA,11627,59,Male,False,One year,Fiber Optic,54.0,Credit Card (automatic),CA,"$77,339"
S483455,NC,41,48,Male,False,Month-to-month,Fiber Optic,63.0,Bank Transfer(automatic),NC,"$57,416"
G442682,TX,1538,31,Female,False,Month-to-month,Fiber Optic,55.0,Credit Card (automatic),TX,"$61,985"
T449112,KS,18691,57,Female,True,Month-to-month,DSL,63.0,Bank Transfer(automatic),KS,"$60,152"
A04378,PA,4712,75,Male,False,Two Year,Fiber Optic,71.0,Credit Card (automatic),PA,"$65,167"
W653435,PA,33,58,Female,False,Month-to-month,Fiber Optic,47.0,Electronic Check,PA,"$65,167"
F589782,OK,8834,66,Male,False,One year,Fiber Optic,62.0,Mailed Check,OK,"$54,998"
R563759,CO,27101,82,Female,False,Month-to-month,Fiber Optic,64.0,Mailed Check,CO,"$74,167"
A652420,MO,1034,36,Nonbinary,False,Month-to-month,Fiber Optic,69.0,Electronic Check,MO,"$56,551"
A568845,CA,49630,46,Male,False,Month-to-month,DSL,58.0,Credit Card (automatic),CA,"$77,339"
C894386,SC,197,68,Female,False,Month-to-month,DSL,69.0,Credit Card (automatic),SC,"$53,320"
C354137,PA,817,55,Male,False,Month-to-month,DSL,69.0,Credit Card (automatic),PA,"$65,167"
N720342,VA,649,47,Female,True,Month-to-month,Fiber Optic,58.0,Bank Transfer(automatic),VA,"$68,211"
J557174,IL,1239,18,Female,False,Two Year,Fiber Optic,42.0,Credit Card (automatic),IL,"$68,822"
L823637,KY,10268,84,Male,False,Two Year,DSL,55.0,Electronic Check,KY,"$52,109"
K221973,OH,92,86,Male,False,Month-to-month,Fiber Optic,36.0,Electronic Check,OH,"$57,880"
U212075,KY,0,32,Male,False,Two Year,Fiber Optic,50.0,Bank Transfer(automatic),KY,"$52,109"
B163052,TN,1614,24,Female,False,Two Year,Fiber Optic,42.0,Electronic Check,TN,"$58,279"
Q879197,MA,25454,63,Female,False,Month-to-month,DSL,61.0,Credit Card (automatic),MA,"$84,945"
Y427197,MO,1272,72,Male,True,Two Year,Fiber Optic,42.0,Bank Transfer(automatic),MO,"$56,551"
D446145,MN,1239,20,Female,False,Month-to-month,DSL,68.0,Mailed Check,MN,"$68,010"
M668942,NE,853,47,Male,False,Two Year,Fiber Optic,67.0,Mailed Check,NE,"$63,321"
A665879,ID,210,54,Male,False,Month-to-month,Fiber Optic,67.0,Mailed Check,ID,"$54,537"
J716638,MI,871,80,Female,False,Month-to-month,Fiber Optic,47.0,Credit Card (automatic),MI,"$56,813"
R625368,NC,23160,67,Male,False,Month-to-month,Fiber Optic,60.0,Electronic Check,NC,"$57,416"
J725553,NY,1577,72,Female,False,Two Year,Fiber Optic,52.0,Bank Transfer(automatic),NY,"$78,089"
K679356,AR,6,33,Male,False,Month-to-month,DSL,69.0,Mailed Check,AR,"$51,787"
O933825,PA,1564,19,Female,False,One year,DSL,68.0,Bank Transfer(automatic),PA,"$65,167"
X637060,WV,1870,44,Female,False,Month-to-month,Fiber Optic,64.0,Electronic Check,WV,"$49,169"
F857256,AL,18192,76,Female,False,Month-to-month,DSL,62.0,Credit Card (automatic),AL,"$50,637"
F800197,VA,566,21,Female,False,Month-to-month,Fiber Optic,66.0,Bank Transfer(automatic),VA,"$68,211"
F925724,FL,18625,24,Female,False,Two Year,DSL,48.0,Electronic Check,FL,"$63,597"
A583737,MS,3821,85,Male,False,Month-to-month,Fiber Optic,61.0,Mailed Check,MS,"$46,248"
W477587,OK,23144,53,Male,False,Month-to-month,Fiber Optic,70.0,Credit Card (automatic),OK,"$54,998"
S700932,VA,18210,18,Female,False,Two Year,Fiber Optic,59.0,Bank Transfer(automatic),VA,"$68,211"
N34730,IA,277,33,Female,False,Month-to-month,Fiber Optic,50.0,Electronic Check,IA,"$58,905"
T513724,FL,34784,70,Male,False,Month-to-month,DSL,65.0,Bank Transfer(automatic),FL,"$63,597"
M382374,SD,82,18,Female,False,Month-to-month,Fiber Optic,64.0,Bank Transfer(automatic),SD,"$65,806"
O18218,OH,27011,53,Female,False,One year,Fiber Optic,48.0,Mailed Check,OH,"$57,880"
T432181,AR,698,83,Male,True,Month-to-month,DSL,62.0,Credit Card (automatic),AR,"$51,787"
A661671,TX,31318,29,Female,False,Month-to-month,Fiber Optic,46.0,Mailed Check,TX,"$61,985"
L168190,KS,3124,76,Male,False,Two Year,Fiber Optic,67.0,Bank Transfer(automatic),KS,"$60,152"
M526654,IL,27819,86,Male,False,Month-to-month,Fiber Optic,51.0,Mailed Check,IL,"$68,822"
O947108,MA,6749,33,Female,False,One year,DSL,62.0,Mailed Check,MA,"$84,945"
I383783,TX,1179,24,Female,False,One year,Fiber Optic,72.0,Electronic Check,TX,"$61,985"
Q299497,WV,19904,28,Female,False,Two Year,DSL,60.0,Electronic Check,WV,"$49,169"
F390872,AR,307,18,Male,False,Two Year,Fiber Optic,62.0,Credit Card (automatic),AR,"$51,787"
Q03604,CA,29986,73,Female,False,Month-to-month,Fiber Optic,68.0,Electronic Check,CA,"$77,339"
B614129,AR,1998,37,Male,False,Two Year,DSL,49.0,Mailed Check,AR,"$51,787"
L694022,TX,2304,73,Female,False,Two Year,Fiber Optic,57.0,Credit Card (automatic),TX,"$61,985"
F910877,WI,1364,75,Female,True,Month-to-month,DSL,66.0,Credit Card (automatic),WI,"$61,210"
F796999,OK,3294,68,Male,True,Month-to-month,DSL,41.0,Bank Transfer(automatic),OK,"$54,998"
S208331,SC,41018,87,Female,False,Two Year,Fiber Optic,50.0,Credit Card (automatic),SC,"$53,320"
L644968,TN,124,27,Male,False,Two Year,Fiber Optic,52.0,Bank Transfer(automatic),TN,"$58,279"
I139641,UT,524,57,Female,False,Two Year,Fiber Optic,69.0,Electronic Check,UT,"$57,925"
P427559,GA,4046,52,Male,False,Two Year,DSL,42.0,Electronic Check,GA,"$57,129"
R26748,OK,203,45,Male,False,Two Year,DSL,52.0,Bank Transfer(automatic),OK,"$54,998"
J415670,PA,3461,18,Male,False,Month-to-month,Fiber Optic,56.0,Bank Transfer(automatic),PA,"$65,167"
M173513,CO,1589,22,Male,False,Month-to-month,Fiber Optic,56.0,Mailed Check,CO,"$74,167"
E753173,CA,982,46,Nonbinary,False,One year,DSL,44.0,Mailed Check,CA,"$77,339"
K123613,AZ,49894,27,Female,True,Month-to-month,DSL,46.0,Electronic Check,AZ,"$56,667"
A540097,NY,4621,69,Male,False,Two Year,DSL,41.0,Electronic Check,NY,"$78,089"
Q902286,GA,9975,71,Female,False,One year,Fiber Optic,63.0,Credit Card (automatic),GA,"$57,129"
A156174,AZ,700,34,Male,False,Month-to-month,DSL,69.0,Credit Card (automatic),AZ,"$56,667"
G419393,AZ,16394,57,Female,False,Two Year,Fiber Optic,57.0,Credit Card (automatic),AZ,"$56,667"
M525640,NJ,18889,75,Female,False,Two Year,DSL,60.0,Electronic Check,NJ,"$78,700"
M709771,NC,53364,79,Female,False,Month-to-month,Fiber Optic,70.0,Bank Transfer(automatic),NC,"$57,416"
V491948,WI,1139,76,Male,False,One year,Fiber Optic,70.0,Electronic Check,WI,"$61,210"
K156290,IA,329,66,Male,False,Two Year,Fiber Optic,60.0,Mailed Check,IA,"$58,905"
O890607,MN,800,38,Female,True,Month-to-month,DSL,46.0,Electronic Check,MN,"$68,010"
X796554,CA,18188,65,Male,False,Month-to-month,Fiber Optic,67.0,Bank Transfer(automatic),CA,"$77,339"
D115503,OK,220,81,Male,False,Month-to-month,DSL,50.0,Credit Card (automatic),OK,"$54,998"
G257426,AL,3072,36,Male,False,Month-to-month,Fiber Optic,59.0,Electronic Check,AL,"$50,637"
O831879,KY,268,26,Male,False,Two Year,Fiber Optic,67.0,Electronic Check,KY,"$52,109"
I25810,NY,1013,22,Male,False,Month-to-month,DSL,62.0,Credit Card (automatic),NY,"$78,089"
B572303,IA,654,49,Female,False,Month-to-month,DSL,72.0,Bank Transfer(automatic),IA,"$58,905"
U186366,GA,680,88,Female,False,Two Year,DSL,70.0,Electronic Check,GA,"$57,129"
V704386,IA,359,52,Male,False,Month-to-month,Fiber Optic,55.0,Bank Transfer(automatic),IA,"$58,905"
I267902,MO,22744,40,Male,False,Month-to-month,Fiber Optic,49.0,Bank Transfer(automatic),MO,"$56,551"
X139704,MO,34,35,Male,False,Month-to-month,DSL,67.0,Credit Card (automatic),MO,"$56,551"
F656551,PA,2801,87,Female,False,Month-to-month,DSL,63.0,Electronic Check,PA,"$65,167"
Q918017,PA,639,49,Female,False,Two Year,DSL,61.0,Bank Transfer(automatic),PA,"$65,167"
L243022,IN,2215,83,Female,False,Month-to-month,DSL,68.0,Credit Card (automatic),IN,"$57,930"
V122404,FL,13805,40,Male,True,Two Year,DSL,57.0,Electronic Check,FL,"$63,597"
T145464,NY,2357,72,Female,False,One year,Fiber Optic,63.0,Electronic Check,NY,"$78,089"
C167969,MD,0,51,Female,False,Month-to-month,Fiber Optic,65.0,Mailed Check,MD,"$70,730"
V583352,TX,2166,81,Male,False,Month-to-month,DSL,55.0,Mailed Check,TX,"$61,985"
O876544,MO,1177,68,Female,False,Two Year,DSL,65.0,Credit Card (automatic),MO,"$56,551"
C399738,GA,10777,49,Female,False,One year,Fiber Optic,67.0,Bank Transfer(automatic),GA,"$57,129"
V420683,IL,519,42,Female,False,One year,DSL,56.0,Bank Transfer(automatic),IL,"$68,822"
P170468,GA,3547,36,Female,False,One year,DSL,64.0,Credit Card (automatic),GA,"$57,129"
T795869,KS,2755,82,Male,False,One year,DSL,67.0,Electronic Check,KS,"$60,152"
T357711,IL,3245,24,Female,False,One year,DSL,68.0,Credit Card (automatic),IL,"$68,822"
E42550,OK,1268,24,Male,False,Month-to-month,DSL,62.0,Electronic Check,OK,"$54,998"
M492988,FL,73671,53,Female,False,Month-to-month,Fiber Optic,50.0,Electronic Check,FL,"$63,597"
X165101,TN,733,22,Male,False,Month-to-month,Fiber Optic,49.0,Electronic Check,TN,"$58,279"
V625144,LA,2589,63,Nonbinary,True,Month-to-month,DSL,63.0,Credit Card (automatic),LA,"$54,622"
Y480836,MS,8149,36,Female,False,Month-to-month,DSL,58.0,Bank Transfer(automatic),MS,"$46,248"
I707351,MI,3370,88,Male,False,Two Year,Fiber Optic,50.0,Credit Card (automatic),MI,"$56,813"
F633030,AL,8060,69,Male,False,One year,DSL,54.0,Bank Transfer(automatic),AL,"$50,637"
D741982,CT,3223,39,Male,False,One year,Fiber Optic,40.0,Credit Card (automatic),CT,"$84,972"
V326753,NY,1539,82,Female,False,Two Year,Fiber Optic,68.0,Bank Transfer(automatic),NY,"$78,089"
J504048,NM,1077,39,Male,False,Two Year,DSL,56.0,Mailed Check,NM,"$51,500"
Z690262,WV,4846,88,Male,False,Month-to-month,Fiber Optic,68.0,Electronic Check,WV,"$49,169"
V172495,TN,6772,64,Female,False,One year,DSL,57.0,Electronic Check,TN,"$58,279"
K775808,AL,3636,49,Nonbinary,False,One year,Fiber Optic,44.0,Bank Transfer(automatic),AL,"$50,637"
M127329,KS,391,30,Female,False,Two Year,Fiber Optic,59.0,Mailed Check,KS,"$60,152"
H108397,NY,1400,29,Male,False,One year,DSL,57.0,Bank Transfer(automatic),NY,"$78,089"
S753517,CA,4929,47,Nonbinary,False,One year,DSL,63.0,Mailed Check,CA,"$77,339"
R39027,IL,10440,64,Female,False,Month-to-month,Fiber Optic,48.0,Mailed Check,IL,"$68,822"
X607820,WV,541,41,Male,False,Month-to-month,Fiber Optic,58.0,Mailed Check,WV,"$49,169"
A151684,IA,393,67,Male,False,Month-to-month,Fiber Optic,65.0,Mailed Check,IA,"$58,905"
W114349,KY,110,89,Male,False,Month-to-month,Fiber Optic,49.0,Credit Card (automatic),KY,"$52,109"
I338155,CA,37906,52,Male,False,Month-to-month,Fiber Optic,60.0,Credit Card (automatic),CA,"$77,339"
E536348,WI,2288,65,Female,False,Two Year,Fiber Optic,47.0,Electronic Check,WI,"$61,210"
I553384,NM,361,34,Male,False,Two Year,DSL,64.0,Mailed Check,NM,"$51,500"
G215554,NC,738,70,Female,False,One year,DSL,58.0,Bank Transfer(automatic),NC,"$57,416"
O574163,OR,36,71,Male,False,One year,DSL,71.0,Mailed Check,OR,"$62,767"
P36699,CO,60,79,Female,False,Two Year,DSL,64.0,Mailed Check,CO,"$74,167"
M442583,AL,1103,29,Nonbinary,False,Month-to-month,DSL,65.0,Bank Transfer(automatic),AL,"$50,637"
S681809,TN,9353,62,Male,True,Month-to-month,Fiber Optic,59.0,Electronic Check,TN,"$58,279"
X13388,NY,1597,69,Female,False,Month-to-month,Fiber Optic,72.0,Electronic Check,NY,"$78,089"
W735202,WV,94,56,Female,False,Two Year,Fiber Optic,67.0,Electronic Check,WV,"$49,169"
R235638,NY,17563,18,Female,False,Month-to-month,Fiber Optic,58.0,Electronic Check,NY,"$78,089"
B49281,NE,12726,62,Female,False,One year,DSL,49.0,Electronic Check,NE,"$63,321"
W882810,KS,2334,79,Female,False,Month-to-month,Fiber Optic,60.0,Bank Transfer(automatic),KS,"$60,152"
J534622,NC,14323,66,Female,False,One year,Fiber Optic,55.0,Electronic Check,NC,"$57,416"
E929442,TX,2285,59,Female,False,Month-to-month,Fiber Optic,57.0,Electronic Check,TX,"$61,985"
Q79055,NY,362,63,Male,False,Month-to-month,Fiber Optic,68.0,Electronic Check,NY,"$78,089"
P05276,MI,32096,89,Female,False,Two Year,DSL,45.0,Electronic Check,MI,"$56,813"
D844892,MA,5370,77,Female,False,Two Year,DSL,66.0,Bank Transfer(automatic),MA,"$84,945"
P208976,CA,51447,54,Female,True,Month-to-month,DSL,50.0,Electronic Check,CA,"$77,339"
U340677,OH,4731,44,Female,False,Two Year,Fiber Optic,60.0,Mailed Check,OH,"$57,880"
H368190,VA,3079,58,Male,False,Two Year,Fiber Optic,57.0,Bank Transfer(automatic),VA,"$68,211"
T107292,CA,1630,59,Female,False,Month-to-month,DSL,64.0,Bank Transfer(automatic),CA,"$77,339"
A235822,TX,33626,65,Female,False,One year,Fiber Optic,60.0,Bank Transfer(automatic),TX,"$61,985"
C491926,CO,779,40,Female,False,Two Year,DSL,69.0,Bank Transfer(automatic),CO,"$74,167"
K513268,SD,657,40,Nonbinary,False,Month-to-month,Fiber Optic,56.0,Electronic Check,SD,"$65,806"
K541481,TX,19717,62,Female,False,One year,DSL,61.0,Mailed Check,TX,"$61,985"
U191976,MI,13490,43,Female,False,Month-to-month,DSL,57.0,Mailed Check,MI,"$56,813"
A466060,WV,4654,57,Female,True,Month-to-month,DSL,62.0,Bank Transfer(automatic),WV,"$49,169"
V334521,OK,203,33,Female,False,Month-to-month,Fiber Optic,55.0,Electronic Check,OK,"$54,998"
X690504,FL,70614,65,Male,False,Month-to-month,Fiber Optic,64.0,Mailed Check,FL,"$63,597"
D367103,IL,1458,27,Male,False,Month-to-month,DSL,62.0,Mailed Check,IL,"$68,822"
