Customer_id,State,Population,Age,Gender,Churn,Contract,InternetService,Tenure,PaymentMethod
N326868,TX,1305,45,Male,True,Month-to-month,Fiber Optic,14.0,Mailed Check
W238332,MI,45910,82,Female,False,One year,DSL,5.0,Mailed Check
J126163,AZ,39757,87,Female,False,Two Year,Fiber Optic,5.0,Mailed Check
W961591,CO,23618,54,Female,True,Two Year,Fiber Optic,1.0,Electronic Check
F113880,TX,90,20,Male,True,Month-to-month,DSL,8.0,Bank Transfer(automatic)
T297716,MN,2178,49,Female,True,Month-to-month,DSL,3.0,Bank Transfer(automatic)
J907732,NM,2115,53,Female,True,Month-to-month,Fiber Optic,19.0,Mailed Check
D48608,WI,4983,75,Female,False,Two Year,DSL,1.0,Credit Card (automatic)
E599152,PA,2453,57,Male,True,Month-to-month,DSL,4.0,Electronic Check
X669555,MI,1736,67,Male,False,Month-to-month,Fiber Optic,5.0,Bank Transfer(automatic)
K925596,MO,882,68,Female,False,Month-to-month,DSL,12.0,Mailed Check
C954172,KS,14693,85,Female,True,Month-to-month,DSL,1.0,Bank Transfer(automatic)
L402645,AL,7638,50,Male,True,Month-to-month,DSL,1.0,Electronic Check
Z808035,TN,166,41,Nonbinary,True,Month-to-month,Fiber Optic,10.0,Electronic Check
F239052,AL,497,60,Female,True,One year,DSL,4.0,Electronic Check
K112541,KY,0,89,Female,True,Month-to-month,DSL,9.0,Credit Card (automatic)
P651891,MA,4885,80,Female,False,Month-to-month,Fiber Optic,8.0,Mailed Check
F705714,MA,12,60,Female,True,Month-to-month,Fiber Optic,12.0,Electronic Check
A629515,PA,2130,72,Female,True,Month-to-month,DSL,6.0,Mailed Check
U811590,WV,489,23,Male,False,One year,Fiber Optic,6.0,Mailed Check
W136734,MI,16592,40,Female,False,Month-to-month,Fiber Optic,15.0,Mailed Check
I134073,IL,19135,30,Male,False,Month-to-month,Fiber Optic,2.0,Electronic Check
V996819,KY,183,24,Female,True,Month-to-month,Fiber Optic,8.0,Electronic Check
J963716,ND,2608,30,Female,False,Month-to-month,Fiber Optic,2.0,Electronic Check
L89789,VT,956,21,Female,False,Two Year,Fiber Optic,4.0,Mailed Check
F329263,CA,6254,76,Female,True,Month-to-month,Fiber Optic,4.0,Electronic Check
Y32102,IL,21129,56,Female,True,Month-to-month,Fiber Optic,17.0,Mailed Check
Y13900,WA,13077,33,Female,True,Month-to-month,Fiber Optic,15.0,Electronic Check
O454686,DC,0,25,Male,False,Month-to-month,Fiber Optic,5.0,Electronic Check
N151673,WA,9469,83,Female,False,Two Year,Fiber Optic,4.0,Bank Transfer(automatic)
E564911,TX,2534,34,Female,False,Two Year,Fiber Optic,14.0,Bank Transfer(automatic)
M06058,CA,9238,39,Female,True,Month-to-month,Fiber Optic,19.0,Mailed Check
K332381,MI,3185,80,Male,True,Month-to-month,Fiber Optic,3.0,Credit Card (automatic)
G987231,OH,1493,41,Female,True,Month-to-month,Fiber Optic,9.0,Mailed Check
K01322,TX,2424,62,Female,True,Month-to-month,DSL,11.0,Mailed Check
S504552,PR,28755,57,Female,False,Month-to-month,Fiber Optic,9.0,Bank Transfer(automatic)
R59213,MO,637,69,Male,True,Month-to-month,Fiber Optic,4.0,Electronic Check
W893166,LA,5863,26,Male,True,Month-to-month,DSL,10.0,Electronic Check
F474662,FL,11294,59,Male,False,One year,Fiber Optic,13.0,Electronic Check
H714912,CT,11275,83,Male,False,Two Year,Fiber Optic,15.0,Credit Card (automatic)
K189332,SD,115,54,Female,True,One year,DSL,4.0,Mailed Check
F172554,SC,14413,49,Female,False,Two Year,DSL,11.0,Electronic Check
H113239,MT,605,43,Male,False,Two Year,Fiber Optic,8.0,Electronic Check
Y767080,OK,170,40,Male,True,Month-to-month,Fiber Optic,5.0,Bank Transfer(automatic)
K696568,CT,26671,56,Male,False,Month-to-month,Fiber Optic,5.0,Credit Card (automatic)
M925867,MO,776,82,Female,False,Two Year,Fiber Optic,6.0,Credit Card (automatic)
J522256,CA,43795,75,Female,False,Two Year,Fiber Optic,9.0,Electronic Check
B417357,KY,7349,22,Female,True,Month-to-month,DSL,4.0,Bank Transfer(automatic)
U200056,VA,40170,52,Male,False,Two Year,Fiber Optic,17.0,Electronic Check
G472732,CA,1358,19,Female,True,Month-to-month,DSL,2.0,Credit Card (automatic)
B39992,CO,8742,55,Female,True,One year,DSL,2.0,Bank Transfer(automatic)
U576649,OK,6878,77,Male,True,Month-to-month,DSL,12.0,Electronic Check
B424726,PA,2660,56,Male,False,Two Year,Fiber Optic,9.0,Credit Card (automatic)
E522960,DC,406,25,Male,True,Month-to-month,Fiber Optic,4.0,Electronic Check
N229523,ME,1583,46,Female,True,Month-to-month,DSL,19.0,Credit Card (automatic)
H268652,CA,12590,80,Female,True,Month-to-month,Fiber Optic,9.0,Credit Card (automatic)
C956479,NH,3080,70,Female,False,Month-to-month,DSL,14.0,Mailed Check
H645568,WV,5424,71,Male,False,Two Year,Fiber Optic,1.0,Bank Transfer(automatic)
U219545,WV,5849,59,Female,True,One year,Fiber Optic,6.0,Electronic Check
A233218,NE,44460,76,Female,False,Two Year,Fiber Optic,24.0,Mailed Check
N02391,NJ,5450,70,Female,True,Month-to-month,Fiber Optic,1.0,Bank Transfer(automatic)
Q453288,CA,2688,32,Female,False,Month-to-month,Fiber Optic,21.0,Bank Transfer(automatic)
K234017,WI,26038,22,Male,False,Two Year,DSL,15.0,Mailed Check
S178108,OK,20920,36,Male,False,One year,Fiber Optic,17.0,Bank Transfer(automatic)
T762967,FL,53552,65,Female,True,One year,DSL,3.0,Bank Transfer(automatic)
Q754506,NC,49019,88,Female,False,Two Year,Fiber Optic,3.0,Bank Transfer(automatic)
V621966,NY,48351,27,Female,True,Month-to-month,Fiber Optic,10.0,Bank Transfer(automatic)
F997820,NY,619,19,Male,False,One year,Fiber Optic,10.0,Electronic Check
P46765,MA,770,83,Female,True,Month-to-month,DSL,14.0,Mailed Check
I644690,LA,1749,70,Male,False,Month-to-month,Fiber Optic,3.0,Bank Transfer(automatic)
B13324,TX,214,27,Female,True,Month-to-month,Fiber Optic,7.0,Credit Card (automatic)
X04255,NC,53364,48,Female,True,Two Year,Fiber Optic,7.0,Mailed Check
K677097,NC,21314,33,Male,True,One year,Fiber Optic,4.0,Electronic Check
O717824,MS,1292,27,Male,True,Month-to-month,Fiber Optic,16.0,Credit Card (automatic)
K618805,TX,22380,23,Female,True,Month-to-month,Fiber Optic,2.0,Mailed Check
L732594,CA,931,69,Female,False,Two Year,DSL,28.0,Electronic Check
Z90333,CA,21394,37,Female,True,Month-to-month,DSL,8.0,Credit Card (automatic)
V191716,MO,3867,74,Male,False,One year,Fiber Optic,17.0,Mailed Check
F708213,IL,748,86,Male,False,Month-to-month,Fiber Optic,5.0,Bank Transfer(automatic)
A886067,AL,11461,43,Female,True,Month-to-month,Fiber Optic,5.0,Electronic Check
M605465,ND,437,26,Female,True,Two Year,DSL,4.0,Mailed Check
I740777,VA,63659,23,Female,False,Two Year,Fiber Optic,24.0,Electronic Check
A501629,CT,642,87,Female,False,Month-to-month,Fiber Optic,11.0,Bank Transfer(automatic)
U05301,MI,2683,61,Male,False,Two Year,Fiber Optic,8.0,Electronic Check
G514638,CA,9262,33,Male,False,One year,Fiber Optic,3.0,Credit Card (automatic)
X120078,AR,284,21,Female,False,Two Year,DSL,9.0,Credit Card (automatic)
O505123,MN,1652,46,Female,True,Month-to-month,DSL,2.0,Credit Card (automatic)
E507994,NY,32,51,Female,False,Two Year,Fiber Optic,10.0,Electronic Check
K171161,IA,182,85,Male,True,One year,Fiber Optic,6.0,Mailed Check
R570772,MI,7514,79,Male,False,One year,Fiber Optic,8.0,Credit Card (automatic)
R470956,ME,1581,35,Male,True,Month-to-month,Fiber Optic,10.0,Electronic Check
M643332,WI,1541,56,Male,False,Month-to-month,DSL,22.0,Mailed Check
L739156,NE,814,65,Female,False,One year,Fiber Optic,4.0,Electronic Check
I67005,MA,16894,73,Female,False,Month-to-month,Fiber Optic,8.0,Mailed Check
Q495449,PA,20631,35,Male,True,Two Year,DSL,7.0,Electronic Check
G924469,NY,324,35,Female,True,Two Year,DSL,20.0,Electronic Check
P589193,TX,3368,31,Female,False,One year,DSL,5.0,Electronic Check
A143106,KS,13229,50,Male,True,Month-to-month,Fiber Optic,19.0,Electronic Check
U736350,FL,36923,45,Male,True,Month-to-month,Fiber Optic,19.0,Mailed Check
W823366,AZ,5449,54,Male,False,Month-to-month,Fiber Optic,9.0,Mailed Check
Q52006,AL,3667,37,Male,False,One year,Fiber Optic,8.0,Bank Transfer(automatic)
D213521,VT,1565,81,Male,True,Month-to-month,Fiber Optic,15.0,Credit Card (automatic)
A65734,MO,1680,74,Male,True,Month-to-month,Fiber Optic,10.0,Bank Transfer(automatic)
U610444,ND,12,24,Male,False,Two Year,Fiber Optic,2.0,Credit Card (automatic)
F225995,WI,2350,25,Male,False,Month-to-month,Fiber Optic,25.0,Bank Transfer(automatic)
W96676,TX,39523,55,Female,False,Month-to-month,Fiber Optic,13.0,Bank Transfer(automatic)
V836362,IN,2336,62,Female,True,Month-to-month,DSL,3.0,Bank Transfer(automatic)
D671064,FL,32029,89,Female,False,Two Year,DSL,5.0,Credit Card (automatic)
D135530,FL,12920,77,Male,True,Month-to-month,DSL,20.0,Electronic Check
A821790,WV,261,77,Male,True,Month-to-month,DSL,8.0,Electronic Check
D212939,MA,27345,57,Male,False,Month-to-month,Fiber Optic,20.0,Credit Card (automatic)
E885584,TX,17536,50,Male,True,One year,Fiber Optic,2.0,Mailed Check
G48472,FL,56642,35,Male,False,Month-to-month,Fiber Optic,7.0,Electronic Check
Z99425,MN,5835,64,Female,False,Month-to-month,DSL,15.0,Credit Card (automatic)
M387930,MA,8761,79,Female,True,Month-to-month,Fiber Optic,3.0,Credit Card (automatic)
M927991,ME,2830,87,Female,False,One year,Fiber Optic,15.0,Electronic Check
K76431,SC,30609,57,Female,False,One year,DSL,10.0,Bank Transfer(automatic)
J241242,MN,1770,65,Female,True,Month-to-month,Fiber Optic,3.0,Credit Card (automatic)
X757859,PA,3150,38,Male,True,Month-to-month,Fiber Optic,2.0,Mailed Check
J552619,CA,978,52,Male,False,Month-to-month,DSL,15.0,Credit Card (automatic)
Y51592,NC,308,83,Female,False,Month-to-month,Fiber Optic,11.0,Bank Transfer(automatic)
P372865,CO,764,42,Male,True,Month-to-month,DSL,14.0,Bank Transfer(automatic)
W83230,SD,695,76,Male,False,Month-to-month,Fiber Optic,9.0,Credit Card (automatic)
M791093,FL,13762,27,Female,True,One year,Fiber Optic,1.0,Electronic Check
I440271,OH,27842,37,Female,False,Month-to-month,Fiber Optic,5.0,Electronic Check
P325481,CA,8979,81,Female,False,Month-to-month,DSL,14.0,Mailed Check
J68487,MA,4634,45,Male,False,Month-to-month,Fiber Optic,22.0,Electronic Check
B724639,KY,16182,74,Female,True,Month-to-month,Fiber Optic,7.0,Credit Card (automatic)
O779572,KY,670,37,Female,True,Month-to-month,DSL,6.0,Mailed Check
M771410,NC,35523,54,Male,False,Two Year,Fiber Optic,6.0,Electronic Check
S281786,FL,10790,24,Female,False,Two Year,Fiber Optic,6.0,Credit Card (automatic)
Z411399,WY,10489,20,Male,True,Month-to-month,Fiber Optic,5.0,Electronic Check
Z726484,MN,1246,40,Female,False,Month-to-month,Fiber Optic,5.0,Electronic Check
Q314433,WA,24475,72,Male,True,Month-to-month,Fiber Optic,4.0,Credit Card (automatic)
L712758,IN,4420,79,Female,True,Month-to-month,Fiber Optic,2.0,Electronic Check
B652550,CA,38028,85,Female,False,One year,Fiber Optic,5.0,Electronic Check
H842993,RI,34624,72,Female,False,Month-to-month,Fiber Optic,13.0,Electronic Check
U970048,MD,611,48,Nonbinary,False,Two Year,DSL,1.0,Bank Transfer(automatic)
F64095,KS,746,33,Male,False,One year,DSL,13.0,Bank Transfer(automatic)
J695377,TX,2074,22,Male,False,One year,DSL,21.0,Electronic Check
Q291482,MA,14279,23,Male,False,One year,Fiber Optic,6.0,Electronic Check
K965510,KY,30305,71,Female,True,Month-to-month,Fiber Optic,4.0,Mailed Check
B149716,KS,517,78,Female,True,Month-to-month,Fiber Optic,13.0,Electronic Check
B179311,NJ,13568,43,Female,False,Month-to-month,Fiber Optic,10.0,Electronic Check
H548788,IL,1204,52,Female,True,Month-to-month,Fiber Optic,12.0,Electronic Check
I714198,AZ,2838,86,Male,True,Month-to-month,Fiber Optic,15.0,Electronic Check
Y161235,NC,48833,54,Female,False,Two Year,Fiber Optic,11.0,Credit Card (automatic)
Y481533,AL,4641,44,Male,False,Two Year,DSL,12.0,Mailed Check
G569192,TX,7972,74,Male,True,Month-to-month,DSL,18.0,Bank Transfer(automatic)
G581130,TX,98,74,Female,False,One year,DSL,20.0,Credit Card (automatic)
E814583,NY,4049,48,Male,False,Two Year,Fiber Optic,11.0,Bank Transfer(automatic)
R496936,GA,10434,81,Female,True,Month-to-month,DSL,3.0,Credit Card (automatic)
B512858,GA,90675,83,Male,False,Month-to-month,Fiber Optic,8.0,Electronic Check
A127838,CA,14305,68,Female,True,Month-to-month,DSL,5.0,Bank Transfer(automatic)
L729864,NY,0,53,Male,True,One year,DSL,8.0,Bank Transfer(automatic)
K798028,TN,2845,54,Female,False,One year,DSL,6.0,Electronic Check
S655334,WA,3709,41,Female,False,One year,Fiber Optic,6.0,Bank Transfer(automatic)
N646505,NY,42,32,Female,True,Month-to-month,Fiber Optic,8.0,Credit Card (automatic)
U452069,ND,553,27,Male,False,Two Year,Fiber Optic,18.0,Credit Card (automatic)
O697874,PA,2138,47,Female,False,One year,Fiber Optic,32.0,Mailed Check
B675944,NY,1988,50,Female,False,Month-to-month,Fiber Optic,24.0,Electronic Check
M985747,SC,35157,26,Male,True,Month-to-month,Fiber Optic,22.0,Electronic Check
E607371,MI,5036,89,Female,True,Month-to-month,DSL,10.0,Mailed Check
C656833,WV,4976,40,Male,True,Month-to-month,Fiber Optic,1.0,Electronic Check
Y672361,IN,569,83,Female,True,Month-to-month,Fiber Optic,2.0,Electronic Check
B230779,NY,925,71,Male,True,Month-to-month,Fiber Optic,7.0,Credit Card (automatic)
I953052,WI,2238,89,Female,True,One year,Fiber Optic,19.0,Credit Card (automatic)
J192276,KS,124,25,Male,True,Month-to-month,Fiber Optic,8.0,Electronic Check
N375820,MT,217,40,Female,True,One year,DSL,8.0,Credit Card (automatic)
G307248,KY,0,36,Male,True,One year,DSL,11.0,Electronic Check
Z272036,MT,57,70,Male,True,One year,Fiber Optic,12.0,Credit Card (automatic)
H19974,SD,265,81,Female,False,Two Year,Fiber Optic,8.0,Mailed Check
P555585,NY,20759,70,Male,False,Two Year,Fiber Optic,17.0,Credit Card (automatic)
D460465,OH,39786,74,Male,True,Two Year,DSL,4.0,Mailed Check
U602748,MT,3535,79,Male,True,Month-to-month,Fiber Optic,14.0,Electronic Check
H856152,MO,15059,66,Male,True,Month-to-month,DSL,19.0,Electronic Check
Y264144,TN,615,38,Male,False,Two Year,Fiber Optic,9.0,Bank Transfer(automatic)
N39235,TN,15129,25,Male,True,Month-to-month,Fiber Optic,2.0,Credit Card (automatic)
S433940,AZ,62491,34,Male,True,Two Year,DSL,10.0,Credit Card (automatic)
T626833,PA,16785,42,Female,True,Two Year,DSL,7.0,Mailed Check
Z161414,AR,2181,79,Female,True,Two Year,Fiber Optic,10.0,Mailed Check
T541594,CA,14632,26,Female,False,One year,Fiber Optic,11.0,Electronic Check
X637260,OH,1589,83,Male,False,Two Year,Fiber Optic,7.0,Electronic Check
B363857,OH,4295,86,Male,True,Month-to-month,DSL,1.0,Bank Transfer(automatic)
G453675,NC,786,55,Male,False,Month-to-month,Fiber Optic,7.0,Bank Transfer(automatic)
I288648,IA,1837,31,Female,False,One year,Fiber Optic,18.0,Bank Transfer(automatic)
Y591911,ND,90,55,Female,True,Month-to-month,Fiber Optic,23.0,Electronic Check
R360718,NJ,10552,87,Male,True,Month-to-month,DSL,6.0,Electronic Check
M922982,NJ,10232,84,Male,False,Month-to-month,Fiber Optic,10.0,Electronic Check
H01215,NM,15142,48,Male,False,Two Year,DSL,18.0,Electronic Check
U799377,TX,39376,21,Male,True,Month-to-month,Fiber Optic,22.0,Bank Transfer(automatic)
G341241,MT,13720,42,Male,False,One year,Fiber Optic,21.0,Bank Transfer(automatic)
Q675589,NY,529,82,Female,False,Two Year,DSL,16.0,Mailed Check
G06529,MN,5684,31,Male,True,One year,DSL,2.0,Electronic Check
S333226,IN,4242,19,Male,True,Two Year,Fiber Optic,6.0,Credit Card (automatic)
H104879,OK,497,30,Female,False,One year,Fiber Optic,4.0,Bank Transfer(automatic)
L593610,OH,39,25,Nonbinary,False,Two Year,Fiber Optic,21.0,Electronic Check
H228822,MO,843,26,Female,False,Month-to-month,Fiber Optic,23.0,Bank Transfer(automatic)
S301010,CT,5912,57,Male,True,Month-to-month,DSL,10.0,Mailed Check
Q843780,MN,40336,56,Female,False,Two Year,DSL,1.0,Bank Transfer(automatic)
Q09894,IA,1132,89,Male,False,Month-to-month,Fiber Optic,4.0,Mailed Check
E755897,OH,21767,84,Female,True,Two Year,DSL,8.0,Electronic Check
Y425130,OK,3161,56,Female,False,Month-to-month,Fiber Optic,10.0,Mailed Check
M238722,IN,285,52,Male,False,Month-to-month,Fiber Optic,10.0,Bank Transfer(automatic)
U357458,NE,1153,78,Male,False,Two Year,Fiber Optic,5.0,Credit Card (automatic)
C884701,MA,94,33,Male,False,One year,Fiber Optic,3.0,Electronic Check
U888719,TX,35142,48,Male,False,Two Year,Fiber Optic,9.0,Electronic Check
V442014,AZ,0,70,Female,True,Month-to-month,DSL,7.0,Mailed Check
G106600,TX,176,87,Male,True,Month-to-month,Fiber Optic,3.0,Bank Transfer(automatic)
F81860,KY,22548,49,Female,True,Month-to-month,Fiber Optic,3.0,Credit Card (automatic)
P834547,VT,81,37,Female,True,Month-to-month,Fiber Optic,7.0,Electronic Check
L859969,NY,370,18,Female,True,Month-to-month,Fiber Optic,5.0,Electronic Check
R191104,MN,443,70,Male,True,Month-to-month,Fiber Optic,9.0,Mailed Check
W843152,FL,73671,51,Female,False,Month-to-month,Fiber Optic,14.0,Mailed Check
C400987,IA,86,29,Female,False,One year,DSL,4.0,Electronic Check
B402928,OH,8800,29,Female,False,Month-to-month,DSL,13.0,Credit Card (automatic)
Q150878,KY,736,29,Male,False,Month-to-month,Fiber Optic,7.0,Bank Transfer(automatic)
O674680,KY,478,89,Male,True,Month-to-month,Fiber Optic,8.0,Electronic Check
H940380,WI,780,76,Female,False,One year,Fiber Optic,4.0,Mailed Check
F533118,MN,622,19,Female,False,Month-to-month,Fiber Optic,16.0,Credit Card (automatic)
J720136,VT,14802,26,Nonbinary,False,Two Year,Fiber Optic,22.0,Electronic Check
I169796,IL,18,21,Male,False,Two Year,Fiber Optic,7.0,Electronic Check
Q904920,CA,25339,77,Male,False,Month-to-month,Fiber Optic,3.0,Electronic Check
E590504,WI,2387,29,Female,False,One year,DSL,3.0,Bank Transfer(automatic)
T912921,PA,10119,33,Male,True,Month-to-month,Fiber Optic,15.0,Bank Transfer(automatic)
F729151,OH,940,21,Female,True,One year,Fiber Optic,9.0,Electronic Check
O865208,OH,191,73,Male,True,Month-to-month,Fiber Optic,15.0,Credit Card (automatic)
M469760,TX,244,75,Male,False,Two Year,DSL,2.0,Electronic Check
V368301,NC,15184,77,Male,False,Two Year,DSL,2.0,Bank Transfer(automatic)
U630888,AK,20,73,Female,True,Month-to-month,Fiber Optic,7.0,Electronic Check
V627981,NM,4637,62,Female,True,One year,Fiber Optic,7.0,Bank Transfer(automatic)
G503565,VA,3612,35,Female,True,Month-to-month,Fiber Optic,12.0,Electronic Check
A549038,NM,16974,24,Male,True,Month-to-month,DSL,5.0,Credit Card (automatic)
X368087,WA,38016,18,Female,True,Month-to-month,Fiber Optic,2.0,Mailed Check
U497990,NC,2596,26,Female,False,Month-to-month,DSL,8.0,Credit Card (automatic)
P455877,VA,30478,21,Female,False,Month-to-month,Fiber Optic,2.0,Credit Card (automatic)
M255491,MD,516,85,Male,False,Month-to-month,Fiber Optic,12.0,Credit Card (automatic)
N480736,IN,82,32,Female,True,Month-to-month,DSL,4.0,Bank Transfer(automatic)
Y155823,OH,3519,63,Female,True,Month-to-month,Fiber Optic,2.0,Bank Transfer(automatic)
N16660,MO,142,40,Female,True,Month-to-month,DSL,8.0,Mailed Check
K339158,NC,10314,31,Female,True,Month-to-month,Fiber Optic,4.0,Bank Transfer(automatic)
L170558,UT,830,66,Female,True,Month-to-month,DSL,10.0,Electronic Check
L167261,PA,197,72,Male,False,Month-to-month,Fiber Optic,5.0,Credit Card (automatic)
N42375,KY,17486,42,Male,False,Month-to-month,Fiber Optic,14.0,Bank Transfer(automatic)
D426377,AR,2144,64,Male,True,One year,Fiber Optic,1.0,Electronic Check
P42965,PA,1604,27,Female,False,Two Year,Fiber Optic,21.0,Mailed Check
H619362,TX,81,74,Male,False,Two Year,Fiber Optic,12.0,Electronic Check
E450808,IA,17356,45,Female,False,Two Year,Fiber Optic,9.0,Credit Card (automatic)
O221751,NC,13991,57,Female,False,One year,Fiber Optic,1.0,Credit Card (automatic)
C875335,FL,5402,38,Male,False,One year,DSL,3.0,Electronic Check
L381786,LA,689,46,Male,True,Two Year,Fiber Optic,1.0,Mailed Check
E381260,WI,7519,42,Female,True,Month-to-month,DSL,7.0,Mailed Check
T814609,TN,31178,62,Male,True,One year,Fiber Optic,3.0,Credit Card (automatic)
D190616,MS,650,47,Male,False,Month-to-month,DSL,6.0,Bank Transfer(automatic)
H557046,ND,17107,38,Female,False,Two Year,DSL,5.0,Bank Transfer(automatic)
F489040,CA,69589,45,Male,False,Two Year,DSL,8.0,Mailed Check
H941657,WI,2,77,Female,False,Month-to-month,DSL,19.0,Bank Transfer(automatic)
D186284,MO,599,48,Male,True,Month-to-month,Fiber Optic,6.0,Electronic Check
B991216,NC,1585,75,Female,False,Two Year,Fiber Optic,9.0,Electronic Check
K431455,OK,1083,18,Female,False,Month-to-month,DSL,9.0,Bank Transfer(automatic)
E55745,MN,1641,36,Female,False,One year,Fiber Optic,24.0,Bank Transfer(automatic)
S715877,AL,1704,40,Male,True,Month-to-month,DSL,4.0,Electronic Check
J916027,AK,226,55,Male,False,One year,DSL,17.0,Bank Transfer(automatic)
T867131,MT,589,18,Female,False,Two Year,DSL,3.0,Mailed Check
L974545,FL,18043,61,Female,True,Month-to-month,Fiber Optic,2.0,Electronic Check
K788015,MA,4455,62,Female,True,Month-to-month,DSL,2.0,Mailed Check
J54482,MI,48099,82,Male,True,Month-to-month,DSL,6.0,Electronic Check
Z979359,PA,447,39,Female,False,One year,DSL,10.0,Mailed Check
Q615981,MI,16371,31,Female,False,Month-to-month,Fiber Optic,16.0,Electronic Check
D860746,NC,42650,54,Female,False,One year,Fiber Optic,10.0,Bank Transfer(automatic)
A493340,CA,21462,21,Male,True,Month-to-month,DSL,2.0,Mailed Check
K998480,TX,5849,49,Female,False,Month-to-month,Fiber Optic,10.0,Electronic Check
F820783,TN,1992,42,Male,True,Two Year,Fiber Optic,4.0,Electronic Check
X769374,TN,687,33,Female,True,Month-to-month,DSL,8.0,Bank Transfer(automatic)
H429618,NY,2123,62,Female,False,Month-to-month,Fiber Optic,8.0,Electronic Check
S866571,KY,889,88,Nonbinary,True,Month-to-month,Fiber Optic,11.0,Mailed Check
Q527870,MT,135,36,Female,False,Month-to-month,Fiber Optic,7.0,Electronic Check
Y706218,OH,13719,38,Male,True,Month-to-month,DSL,3.0,Electronic Check
T228469,OK,20676,82,Male,True,Month-to-month,DSL,9.0,Mailed Check
U913257,MN,30035,22,Female,False,Month-to-month,Fiber Optic,6.0,Credit Card (automatic)
B639946,TN,2474,46,Female,False,Two Year,Fiber Optic,3.0,Mailed Check
Z205002,CA,33014,37,Female,True,Month-to-month,Fiber Optic,3.0,Electronic Check
J892510,CT,15,22,Female,True,Month-to-month,Fiber Optic,2.0,Bank Transfer(automatic)
B468086,PA,296,51,Female,False,Month-to-month,Fiber Optic,11.0,Electronic Check
L855218,TN,4075,73,Male,True,Month-to-month,Fiber Optic,5.0,Electronic Check
L526170,MI,25903,84,Female,False,Month-to-month,DSL,11.0,Bank Transfer(automatic)
E631245,NE,729,88,Female,False,Two Year,Fiber Optic,7.0,Bank Transfer(automatic)
X241764,OK,6032,64,Male,True,Two Year,Fiber Optic,1.0,Mailed Check
U231980,TX,29608,72,Male,True,Two Year,Fiber Optic,11.0,Electronic Check
B346107,IL,13981,28,Female,False,Month-to-month,Fiber Optic,13.0,Electronic Check
B239370,TX,20163,25,Male,True,Month-to-month,Fiber Optic,1.0,Bank Transfer(automatic)
E145894,CA,14328,58,Female,True,Month-to-month,Fiber Optic,12.0,Credit Card (automatic)
X942031,KS,199,74,Male,True,Month-to-month,DSL,2.0,Credit Card (automatic)
O91882,HI,0,87,Female,True,One year,DSL,22.0,Electronic Check
H879719,MA,4870,32,Female,True,Month-to-month,DSL,7.0,Credit Card (automatic)
P370643,WV,2713,27,Male,True,Month-to-month,DSL,4.0,Electronic Check
J777553,NE,94,61,Female,False,Two Year,Fiber Optic,16.0,Mailed Check
M234182,IL,3837,30,Male,True,Two Year,Fiber Optic,7.0,Credit Card (automatic)
Y773120,PA,15420,60,Female,False,Month-to-month,Fiber Optic,13.0,Bank Transfer(automatic)
B105213,WV,827,81,Male,True,One year,DSL,2.0,Electronic Check
X984575,GA,3211,83,Female,True,Month-to-month,DSL,12.0,Credit Card (automatic)
N851276,UT,788,63,Male,True,Month-to-month,DSL,2.0,Credit Card (automatic)
Q864563,NY,2464,50,Female,False,One year,Fiber Optic,20.0,Bank Transfer(automatic)
C912709,CO,58,45,Male,True,One year,Fiber Optic,8.0,Credit Card (automatic)
I12585,TX,1753,30,Male,True,Two Year,DSL,5.0,Electronic Check
Y780102,VT,1089,87,Male,True,Month-to-month,DSL,15.0,Electronic Check
A553226,MT,9282,70,Female,False,Two Year,Fiber Optic,5.0,Mailed Check
F116528,NE,570,28,Female,False,Two Year,Fiber Optic,2.0,Bank Transfer(automatic)
V211089,NY,11268,45,Male,False,Two Year,Fiber Optic,11.0,Credit Card (automatic)
O209544,WI,1776,35,Male,False,Two Year,DSL,15.0,Electronic Check
R40372,NC,314,37,Male,False,Month-to-month,DSL,5.0,Electronic Check
E772271,TX,37360,50,Male,True,Month-to-month,Fiber Optic,11.0,Mailed Check
O841847,WY,1823,34,Female,False,Two Year,DSL,4.0,Electronic Check
K755701,IA,442,58,Male,False,One year,DSL,7.0,Credit Card (automatic)
V660511,MO,10895,42,Male,False,Month-to-month,Fiber Optic,13.0,Mailed Check
G292619,HI,7934,63,Female,True,Month-to-month,Fiber Optic,3.0,Credit Card (automatic)
W903243,NJ,3231,78,Female,False,One year,DSL,8.0,Electronic Check
V385446,TN,47757,89,Female,True,Two Year,DSL,5.0,Bank Transfer(automatic)
B388820,CA,57886,18,Male,True,Month-to-month,Fiber Optic,8.0,Mailed Check
D741050,IL,15836,89,Male,False,Two Year,Fiber Optic,9.0,Credit Card (automatic)
B142422,MI,3357,66,Male,False,Month-to-month,DSL,17.0,Mailed Check
T628897,IL,1012,53,Male,True,Month-to-month,DSL,4.0,Mailed Check
N333825,SC,60033,44,Female,False,Two Year,Fiber Optic,22.0,Bank Transfer(automatic)
F778893,ME,1767,66,Male,True,Month-to-month,Fiber Optic,4.0,Electronic Check
T157033,OH,1926,85,Male,False,Two Year,Fiber Optic,29.0,Bank Transfer(automatic)
R673895,IA,756,62,Female,False,Month-to-month,Fiber Optic,10.0,Bank Transfer(automatic)
Q644143,IA,9417,28,Male,True,Month-to-month,Fiber Optic,8.0,Bank Transfer(automatic)
F35398,ND,548,55,Female,False,Month-to-month,DSL,7.0,Bank Transfer(automatic)
